DelayID,ShippingID,Reason,DelayDuration
23043,109616,Logistics Issue,1
23044,96287,Weather,7
23045,73440,Weather,2
23046,176461,Customs,9
23047,97343,Logistics Issue,8
23048,137838,Traffic,5
23049,140373,Logistics Issue,7
23050,122749,Traffic,6
23051,639,Weather,1
23052,98474,Traffic,5
23053,78757,Customs,2
23054,148032,Logistics Issue,4
23055,44243,Weather,5
23056,33620,Logistics Issue,5
23057,27118,Weather,9
23058,156881,Weather,6
23059,28881,Traffic,6
23060,95705,Weather,4
23061,62606,Traffic,4
23062,57211,Weather,5
23063,181143,Traffic,4
23064,76558,Traffic,1
23065,101337,Traffic,3
23066,84387,Weather,7
23067,43674,Logistics Issue,7
23068,122729,Logistics Issue,5
23069,148970,Logistics Issue,1
23070,14422,Traffic,8
23071,79585,Traffic,9
23072,128485,Weather,1
23073,137878,Customs,9
23074,175201,Logistics Issue,1
23075,100574,Weather,9
23076,134267,Logistics Issue,1
23077,175861,Traffic,2
23078,145547,Logistics Issue,5
23079,181010,Logistics Issue,6
23080,127758,Customs,6
23081,52385,Weather,6
23082,183243,Weather,2
23083,157419,Logistics Issue,4
23084,134551,Logistics Issue,3
23085,7693,Customs,9
23086,120558,Customs,4
23087,176754,Traffic,5
23088,7,Traffic,4
23089,79668,Traffic,7
23090,133740,Logistics Issue,2
23091,50884,Customs,4
23092,137636,Traffic,1
23093,92371,Logistics Issue,5
23094,40472,Traffic,9
23095,194748,Traffic,2
23096,122343,Logistics Issue,1
23097,144971,Customs,7
23098,58947,Weather,3
23099,9743,Weather,1
23100,88939,Customs,8
23101,56514,Customs,2
23102,136935,Traffic,2
23103,150980,Customs,6
23104,6576,Weather,8
23105,149545,Logistics Issue,3
23106,25994,Traffic,8
23107,181155,Weather,5
23108,108653,Customs,1
23109,195084,Logistics Issue,2
23110,148419,Customs,8
23111,47084,Customs,1
23112,159719,Weather,4
23113,42750,Traffic,6
23114,99229,Traffic,9
23115,167762,Traffic,7
23116,84673,Logistics Issue,5
23117,96176,Logistics Issue,7
23118,143595,Customs,4
23119,100315,Customs,5
23120,143476,Customs,1
23121,134780,Weather,2
23122,113828,Weather,6
23123,1685,Logistics Issue,5
23124,129739,Weather,3
23125,54021,Logistics Issue,4
23126,125144,Traffic,6
23127,30555,Traffic,2
23128,135139,Weather,1
23129,95731,Customs,3
23130,85831,Customs,5
23131,66571,Traffic,9
23132,68674,Weather,6
23133,140576,Traffic,4
23134,124312,Logistics Issue,7
23135,148894,Traffic,7
23136,158627,Customs,8
23137,107662,Traffic,7
23138,182301,Logistics Issue,5
23139,9969,Logistics Issue,9
23140,82055,Customs,1
23141,183591,Traffic,6
23142,26449,Customs,9
23143,161182,Weather,6
23144,154018,Logistics Issue,5
23145,26057,Logistics Issue,3
23146,161703,Logistics Issue,4
23147,184614,Weather,5
23148,3414,Weather,3
23149,190219,Customs,8
23150,4924,Logistics Issue,8
23151,96204,Customs,4
23152,113095,Logistics Issue,2
23153,57746,Customs,6
23154,24429,Traffic,3
23155,105057,Weather,2
23156,31173,Logistics Issue,6
23157,135747,Customs,8
23158,169600,Traffic,5
23159,124080,Traffic,5
23160,97715,Weather,4
23161,105765,Traffic,2
23162,68627,Customs,1
23163,146322,Customs,5
23164,122411,Traffic,4
23165,27260,Weather,2
23166,24009,Logistics Issue,6
23167,168052,Logistics Issue,4
23168,12087,Customs,8
23169,135704,Logistics Issue,8
23170,40790,Traffic,5
23171,153122,Logistics Issue,2
23172,142623,Customs,1
23173,160251,Customs,8
23174,109064,Traffic,2
23175,185014,Weather,1
23176,64995,Logistics Issue,8
23177,104741,Customs,7
23178,71098,Weather,8
23179,171006,Weather,4
23180,5865,Weather,7
23181,137243,Traffic,2
23182,181294,Weather,8
23183,149980,Customs,6
23184,57389,Customs,3
23185,160257,Traffic,4
23186,16270,Weather,1
23187,603,Customs,8
23188,72338,Logistics Issue,8
23189,50593,Weather,1
23190,46802,Weather,5
23191,63126,Traffic,7
23192,63573,Customs,8
23193,173160,Weather,6
23194,23448,Logistics Issue,1
23195,109973,Logistics Issue,6
23196,20072,Customs,9
23197,131711,Weather,3
23198,5329,Customs,6
23199,155969,Logistics Issue,5
23200,168989,Weather,8
23201,12996,Weather,9
23202,34422,Logistics Issue,5
23203,45920,Weather,3
23204,180684,Customs,5
23205,193379,Customs,1
23206,72902,Traffic,2
23207,115576,Weather,8
23208,78977,Customs,7
23209,168105,Traffic,8
23210,9877,Traffic,3
23211,126723,Weather,4
23212,55240,Traffic,8
23213,126938,Customs,3
23214,98492,Traffic,2
23215,63767,Customs,5
23216,191981,Traffic,5
23217,166596,Weather,2
23218,13136,Traffic,2
23219,140585,Traffic,5
23220,160335,Weather,6
23221,54076,Weather,6
23222,72398,Logistics Issue,6
23223,113174,Traffic,5
23224,184685,Weather,5
23225,66955,Weather,7
23226,138970,Weather,5
23227,55819,Customs,3
23228,646,Traffic,2
23229,95573,Traffic,8
23230,58177,Customs,3
23231,124135,Logistics Issue,6
23232,48094,Weather,8
23233,174792,Weather,3
23234,86907,Customs,8
23235,108758,Customs,8
23236,4088,Logistics Issue,3
23237,39130,Weather,2
23238,71952,Traffic,5
23239,109193,Logistics Issue,7
23240,116807,Traffic,7
23241,65550,Logistics Issue,9
23242,19687,Traffic,3
23243,189343,Customs,7
23244,21309,Weather,6
23245,61021,Weather,4
23246,56615,Logistics Issue,5
23247,116960,Weather,8
23248,9698,Weather,4
23249,122179,Weather,1
23250,35458,Weather,4
23251,99583,Customs,8
23252,16154,Logistics Issue,5
23253,139526,Logistics Issue,2
23254,138011,Logistics Issue,1
23255,82606,Logistics Issue,3
23256,36890,Weather,3
23257,175120,Traffic,2
23258,68235,Logistics Issue,9
23259,191614,Weather,7
23260,118855,Logistics Issue,8
23261,20922,Customs,7
23262,157687,Weather,3
23263,5928,Traffic,9
23264,79159,Traffic,6
23265,184523,Traffic,6
23266,176269,Logistics Issue,9
23267,190828,Traffic,5
23268,137482,Weather,2
23269,122265,Customs,5
23270,105338,Traffic,3
23271,155308,Traffic,9
23272,30058,Traffic,1
23273,52890,Weather,6
23274,44676,Traffic,2
23275,172628,Weather,9
23276,141101,Traffic,1
23277,110747,Customs,7
23278,124012,Logistics Issue,7
23279,14281,Logistics Issue,3
23280,154159,Customs,4
23281,110108,Logistics Issue,3
23282,96379,Logistics Issue,3
23283,163897,Customs,2
23284,170859,Logistics Issue,5
23285,123383,Traffic,8
23286,111399,Customs,9
23287,146275,Customs,2
23288,124002,Logistics Issue,7
23289,165996,Traffic,8
23290,174619,Logistics Issue,8
23291,116607,Weather,5
23292,128218,Customs,3
23293,46465,Traffic,4
23294,47325,Weather,4
23295,86954,Traffic,4
23296,93273,Customs,8
23297,119264,Customs,3
23298,148045,Traffic,7
23299,151290,Logistics Issue,2
23300,53766,Customs,9
23301,92606,Traffic,6
23302,50322,Customs,5
23303,75156,Customs,4
23304,56652,Weather,6
23305,34502,Weather,8
23306,182786,Traffic,5
23307,115090,Logistics Issue,2
23308,190221,Traffic,6
23309,188693,Weather,6
23310,71298,Logistics Issue,4
23311,183812,Logistics Issue,9
23312,194081,Weather,1
23313,145415,Traffic,7
23314,66516,Traffic,7
23315,28893,Traffic,9
23316,181655,Traffic,5
23317,75366,Weather,4
23318,164707,Logistics Issue,5
23319,85475,Traffic,2
23320,32990,Customs,1
23321,71653,Traffic,9
23322,43953,Customs,1
23323,7100,Logistics Issue,6
23324,82466,Traffic,7
23325,50396,Customs,6
23326,167909,Customs,3
23327,54462,Traffic,9
23328,20073,Traffic,7
23329,190978,Customs,7
23330,57384,Logistics Issue,4
23331,24534,Customs,6
23332,116636,Logistics Issue,2
23333,143962,Customs,6
23334,144148,Weather,6
23335,33430,Customs,4
23336,195325,Logistics Issue,6
23337,125342,Weather,5
23338,80204,Logistics Issue,3
23339,65850,Weather,2
23340,56111,Customs,1
23341,150468,Weather,3
23342,156063,Weather,2
23343,176026,Logistics Issue,2
23344,122298,Traffic,3
23345,56095,Customs,7
23346,102110,Customs,6
23347,49959,Customs,1
23348,60487,Traffic,7
23349,70897,Traffic,9
23350,65202,Traffic,2
23351,82052,Logistics Issue,7
23352,167806,Customs,9
23353,169517,Weather,2
23354,140225,Customs,3
23355,29834,Customs,2
23356,188113,Traffic,5
23357,15660,Customs,3
23358,113926,Traffic,1
23359,80954,Weather,7
23360,47700,Logistics Issue,5
23361,33204,Weather,2
23362,182623,Logistics Issue,3
23363,56592,Customs,8
23364,176113,Traffic,3
23365,26069,Traffic,3
23366,94718,Logistics Issue,8
23367,158185,Traffic,5
23368,142366,Traffic,6
23369,184814,Weather,4
23370,30535,Customs,5
23371,104277,Weather,2
23372,35763,Logistics Issue,9
23373,2542,Logistics Issue,7
23374,65801,Weather,3
23375,109511,Customs,6
23376,106091,Logistics Issue,5
23377,149445,Weather,8
23378,9948,Logistics Issue,1
23379,186575,Weather,8
23380,112344,Weather,9
23381,96155,Weather,5
23382,47982,Logistics Issue,8
23383,148563,Weather,9
23384,186339,Customs,3
23385,157432,Customs,8
23386,119801,Traffic,4
23387,30502,Customs,7
23388,179498,Traffic,3
23389,156923,Customs,9
23390,24032,Logistics Issue,4
23391,19538,Traffic,5
23392,138552,Logistics Issue,2
23393,53067,Customs,5
23394,95350,Weather,9
23395,148079,Weather,7
23396,77451,Logistics Issue,3
23397,154906,Weather,9
23398,30131,Weather,1
23399,180432,Customs,6
23400,155879,Weather,8
23401,178854,Customs,3
23402,154159,Traffic,4
23403,42288,Weather,3
23404,183254,Weather,5
23405,192342,Customs,6
23406,140882,Traffic,7
23407,93961,Weather,5
23408,109303,Logistics Issue,1
23409,35366,Customs,1
23410,147185,Logistics Issue,4
23411,117556,Logistics Issue,2
23412,95600,Customs,7
23413,188997,Weather,6
23414,181406,Weather,6
23415,101390,Customs,8
23416,153895,Traffic,6
23417,127186,Traffic,7
23418,19774,Weather,8
23419,76452,Logistics Issue,2
23420,187957,Weather,5
23421,28396,Traffic,2
23422,56850,Weather,7
23423,21088,Customs,4
23424,30949,Logistics Issue,6
23425,104944,Traffic,5
23426,160952,Logistics Issue,3
23427,180434,Traffic,5
23428,178894,Traffic,9
23429,8374,Customs,5
23430,119263,Customs,6
23431,153029,Weather,3
23432,194149,Weather,9
23433,55536,Customs,9
23434,132753,Traffic,6
23435,141890,Logistics Issue,2
23436,68091,Traffic,3
23437,183262,Logistics Issue,7
23438,150990,Logistics Issue,4
23439,87245,Logistics Issue,1
23440,141831,Customs,8
23441,42887,Logistics Issue,9
23442,196366,Weather,5
23443,39801,Traffic,8
23444,176447,Logistics Issue,7
23445,131145,Traffic,6
23446,65930,Logistics Issue,8
23447,131315,Logistics Issue,1
23448,156377,Traffic,5
23449,25070,Traffic,4
23450,184515,Traffic,6
23451,48092,Logistics Issue,7
23452,133379,Traffic,7
23453,128537,Weather,9
23454,28688,Traffic,9
23455,174059,Logistics Issue,8
23456,159972,Logistics Issue,5
23457,7035,Logistics Issue,3
23458,102318,Customs,7
23459,19145,Customs,7
23460,30262,Logistics Issue,4
23461,67347,Weather,2
23462,190625,Customs,8
23463,21602,Logistics Issue,9
23464,87106,Traffic,9
23465,74051,Traffic,7
23466,87947,Weather,2
23467,169283,Logistics Issue,7
23468,61510,Customs,8
23469,3115,Traffic,2
23470,146462,Traffic,3
23471,52494,Customs,9
23472,129649,Weather,8
23473,188675,Customs,2
23474,178248,Logistics Issue,6
23475,164201,Customs,4
23476,1237,Logistics Issue,9
23477,9933,Customs,4
23478,99983,Logistics Issue,5
23479,32266,Customs,3
23480,116938,Logistics Issue,8
23481,127108,Weather,3
23482,52017,Logistics Issue,7
23483,190024,Customs,5
23484,77105,Traffic,5
23485,184779,Customs,2
23486,74903,Weather,1
23487,27318,Customs,4
23488,154200,Customs,8
23489,62769,Traffic,2
23490,1278,Traffic,4
23491,147383,Traffic,4
23492,111834,Customs,3
23493,113259,Logistics Issue,2
23494,110386,Traffic,2
23495,4327,Customs,1
23496,80959,Logistics Issue,2
23497,61382,Weather,9
23498,155588,Weather,9
23499,106265,Weather,5
23500,165811,Traffic,8
23501,101440,Traffic,5
23502,17667,Logistics Issue,7
23503,115626,Customs,3
23504,128480,Traffic,2
23505,139103,Logistics Issue,6
23506,99899,Traffic,2
23507,187560,Weather,7
23508,121577,Logistics Issue,5
23509,47454,Weather,6
23510,53325,Weather,4
23511,183827,Customs,7
23512,128417,Customs,6
23513,58854,Customs,4
23514,69899,Logistics Issue,1
23515,103057,Customs,1
23516,85464,Weather,9
23517,101028,Customs,8
23518,9769,Weather,4
23519,161989,Customs,9
23520,48089,Traffic,1
23521,152477,Customs,9
23522,93155,Weather,4
23523,65203,Logistics Issue,1
23524,106346,Customs,5
23525,54798,Customs,1
23526,195152,Traffic,9
23527,163749,Logistics Issue,8
23528,73169,Weather,3
23529,136016,Customs,7
23530,53406,Customs,4
23531,153037,Customs,9
23532,176263,Traffic,8
23533,191425,Weather,4
23534,124653,Weather,7
23535,15723,Traffic,6
23536,150918,Traffic,6
23537,19700,Weather,4
23538,39170,Traffic,4
23539,6967,Weather,8
23540,168634,Traffic,5
23541,116750,Traffic,9
23542,73007,Traffic,6
23543,175997,Weather,9
23544,100843,Logistics Issue,3
23545,123875,Customs,7
23546,131790,Customs,4
23547,130106,Weather,1
23548,55604,Weather,4
23549,53361,Customs,8
23550,122748,Weather,1
23551,142228,Customs,4
23552,177243,Logistics Issue,8
23553,155005,Traffic,2
23554,151443,Traffic,2
23555,190615,Customs,2
23556,33267,Weather,6
23557,85991,Weather,3
23558,143341,Logistics Issue,6
23559,42761,Customs,7
23560,35563,Logistics Issue,5
23561,26925,Customs,8
23562,109683,Customs,5
23563,89063,Logistics Issue,8
23564,14318,Weather,1
23565,125622,Traffic,2
23566,42180,Weather,5
23567,109328,Customs,3
23568,159544,Customs,2
23569,96643,Logistics Issue,3
23570,116700,Weather,5
23571,185214,Traffic,5
23572,9601,Customs,5
23573,115480,Weather,6
23574,172015,Logistics Issue,8
23575,140698,Customs,5
23576,508,Logistics Issue,8
23577,118001,Customs,4
23578,34722,Weather,8
23579,46982,Weather,8
23580,66224,Logistics Issue,1
23581,68213,Weather,2
23582,62137,Weather,6
23583,158550,Traffic,3
23584,17901,Traffic,5
23585,125667,Logistics Issue,9
23586,131193,Customs,7
23587,168301,Traffic,7
23588,2685,Traffic,6
23589,17658,Customs,8
23590,181879,Weather,9
23591,45079,Logistics Issue,9
23592,116830,Logistics Issue,1
23593,19774,Logistics Issue,8
23594,57933,Customs,1
23595,38538,Customs,1
23596,34161,Weather,6
23597,83496,Weather,1
23598,104642,Weather,8
23599,70534,Logistics Issue,4
23600,103224,Logistics Issue,3
23601,56554,Logistics Issue,3
23602,175943,Logistics Issue,7
23603,159820,Weather,1
23604,98911,Traffic,1
23605,146891,Weather,9
23606,165915,Customs,6
23607,129130,Customs,4
23608,17070,Weather,5
23609,72365,Logistics Issue,7
23610,191942,Customs,9
23611,124448,Traffic,1
23612,19848,Logistics Issue,4
23613,36,Weather,2
23614,193466,Customs,6
23615,25268,Traffic,6
23616,20124,Traffic,4
23617,83591,Traffic,6
23618,48782,Weather,3
23619,119977,Weather,1
23620,146525,Customs,8
23621,136200,Logistics Issue,5
23622,155495,Weather,7
23623,1639,Weather,7
23624,25966,Weather,8
23625,113549,Logistics Issue,1
23626,85488,Customs,3
23627,61579,Customs,9
23628,139783,Customs,4
23629,96094,Traffic,3
23630,40170,Customs,9
23631,170928,Logistics Issue,1
23632,54288,Weather,9
23633,53228,Customs,2
23634,99970,Customs,8
23635,85699,Customs,4
23636,184174,Traffic,7
23637,97768,Weather,5
23638,121757,Customs,7
23639,192911,Weather,7
23640,149405,Customs,4
23641,114423,Logistics Issue,9
23642,15714,Customs,2
23643,125792,Customs,7
23644,109228,Logistics Issue,9
23645,79460,Logistics Issue,4
23646,58130,Customs,9
23647,7617,Logistics Issue,9
23648,43282,Traffic,5
23649,6141,Logistics Issue,2
23650,115325,Weather,1
23651,58635,Customs,9
23652,136809,Customs,1
23653,117279,Traffic,9
23654,176820,Logistics Issue,6
23655,184102,Logistics Issue,8
23656,143832,Traffic,3
23657,126086,Logistics Issue,7
23658,50005,Logistics Issue,3
23659,71493,Logistics Issue,5
23660,146737,Traffic,9
23661,43118,Customs,2
23662,73330,Weather,9
23663,154993,Customs,4
23664,98871,Traffic,1
23665,59264,Customs,5
23666,116590,Customs,6
23667,172755,Logistics Issue,9
23668,111289,Traffic,6
23669,68246,Customs,1
23670,140275,Weather,7
23671,168863,Weather,8
23672,35412,Weather,8
23673,151870,Logistics Issue,1
23674,193272,Weather,7
23675,99817,Traffic,9
23676,124972,Customs,3
23677,142669,Weather,9
23678,164865,Weather,6
23679,188863,Traffic,3
23680,35519,Traffic,2
23681,182982,Logistics Issue,1
23682,129661,Traffic,1
23683,112927,Logistics Issue,1
23684,187503,Logistics Issue,8
23685,148573,Customs,8
23686,141321,Customs,3
23687,154985,Weather,3
23688,124379,Traffic,4
23689,23581,Logistics Issue,1
23690,128063,Customs,9
23691,194401,Traffic,4
23692,148403,Weather,9
23693,167883,Weather,9
23694,31290,Logistics Issue,8
23695,142475,Traffic,7
23696,115389,Logistics Issue,8
23697,79212,Customs,2
23698,96928,Traffic,1
23699,24810,Logistics Issue,2
23700,9954,Logistics Issue,4
23701,108442,Weather,9
23702,114309,Weather,9
23703,70968,Traffic,3
23704,171022,Traffic,8
23705,34092,Traffic,6
23706,103519,Traffic,5
23707,189009,Logistics Issue,9
23708,162170,Logistics Issue,8
23709,98555,Weather,1
23710,75671,Customs,4
23711,179932,Weather,1
23712,173076,Traffic,5
23713,195045,Customs,3
23714,58929,Weather,4
23715,96766,Customs,1
23716,121078,Traffic,7
23717,182654,Traffic,6
23718,109465,Customs,7
23719,47064,Logistics Issue,2
23720,138051,Weather,8
23721,80973,Traffic,1
23722,177710,Logistics Issue,8
23723,125424,Weather,8
23724,158943,Customs,7
23725,68500,Logistics Issue,4
23726,77150,Weather,1
23727,159940,Logistics Issue,9
23728,121806,Customs,7
23729,102323,Customs,5
23730,94573,Customs,6
23731,37939,Customs,1
23732,30275,Logistics Issue,1
23733,51276,Logistics Issue,5
23734,41186,Customs,8
23735,138304,Traffic,7
23736,102944,Logistics Issue,8
23737,95103,Traffic,2
23738,73022,Traffic,5
23739,85458,Traffic,1
23740,148772,Traffic,3
23741,86913,Traffic,1
23742,137495,Weather,1
23743,52629,Traffic,4
23744,58159,Customs,4
23745,108404,Customs,9
23746,6816,Logistics Issue,1
23747,170993,Traffic,6
23748,71959,Weather,4
23749,48681,Customs,9
23750,48909,Customs,5
23751,63419,Weather,4
23752,151925,Logistics Issue,1
23753,143584,Traffic,9
23754,60439,Logistics Issue,3
23755,89009,Traffic,3
23756,62321,Logistics Issue,4
23757,60472,Weather,9
23758,69874,Logistics Issue,3
23759,29039,Customs,3
23760,181754,Weather,6
23761,122416,Logistics Issue,5
23762,125590,Logistics Issue,1
23763,159433,Logistics Issue,4
23764,183867,Logistics Issue,8
23765,169618,Weather,9
23766,147341,Logistics Issue,3
23767,98718,Logistics Issue,4
23768,3931,Weather,2
23769,182569,Weather,8
23770,191862,Weather,2
23771,40396,Logistics Issue,6
23772,3585,Logistics Issue,4
23773,20117,Logistics Issue,5
23774,16380,Logistics Issue,4
23775,80881,Customs,3
23776,119723,Weather,1
23777,53265,Logistics Issue,2
23778,158534,Logistics Issue,4
23779,150467,Weather,9
23780,117954,Weather,7
23781,136334,Traffic,4
23782,123595,Customs,2
23783,125324,Logistics Issue,2
23784,151898,Customs,1
23785,18202,Weather,9
23786,95016,Logistics Issue,5
23787,92304,Logistics Issue,6
23788,45348,Customs,6
23789,80241,Customs,5
23790,2252,Traffic,5
23791,109715,Weather,6
23792,65917,Logistics Issue,4
23793,54789,Customs,7
23794,187304,Traffic,5
23795,124228,Customs,8
23796,129865,Traffic,1
23797,39039,Logistics Issue,7
23798,67526,Traffic,3
23799,151465,Customs,3
23800,2915,Weather,9
23801,40603,Customs,7
23802,108583,Customs,3
23803,75587,Logistics Issue,7
23804,45499,Logistics Issue,8
23805,135065,Traffic,5
23806,38157,Weather,4
23807,22391,Customs,6
23808,94796,Logistics Issue,5
23809,137569,Traffic,8
23810,186513,Weather,2
23811,79695,Logistics Issue,2
23812,78327,Traffic,3
23813,32315,Customs,2
23814,2300,Traffic,1
23815,137615,Traffic,7
23816,4483,Weather,9
23817,68807,Logistics Issue,1
23818,98519,Traffic,5
23819,37631,Weather,9
23820,193743,Traffic,9
23821,3609,Traffic,7
23822,64401,Traffic,6
23823,93480,Traffic,3
23824,111196,Weather,1
23825,66006,Logistics Issue,3
23826,99981,Logistics Issue,7
23827,9627,Traffic,1
23828,183908,Traffic,4
23829,106728,Customs,5
23830,55464,Traffic,8
23831,26718,Logistics Issue,2
23832,19069,Customs,1
23833,74067,Logistics Issue,3
23834,58871,Weather,3
23835,88531,Weather,5
23836,81233,Customs,6
23837,169970,Logistics Issue,8
23838,188927,Customs,4
23839,98293,Traffic,8
23840,55373,Weather,8
23841,125185,Traffic,4
23842,13062,Traffic,1
23843,191092,Logistics Issue,4
23844,47803,Weather,9
23845,138499,Logistics Issue,1
23846,83198,Logistics Issue,7
23847,23681,Weather,2
23848,186881,Logistics Issue,2
23849,104307,Customs,4
23850,165417,Customs,6
23851,161727,Weather,7
23852,5531,Traffic,1
23853,130016,Traffic,5
23854,175557,Customs,2
23855,58844,Weather,1
23856,16767,Logistics Issue,1
23857,6096,Traffic,1
23858,32976,Logistics Issue,5
23859,123300,Weather,8
23860,67274,Weather,8
23861,42408,Weather,6
23862,75198,Traffic,9
23863,68831,Traffic,5
23864,26266,Traffic,2
23865,134661,Traffic,6
23866,48534,Traffic,1
23867,110214,Traffic,5
23868,179464,Weather,4
23869,100827,Customs,2
23870,16988,Traffic,7
23871,42085,Weather,2
23872,25388,Weather,1
23873,130534,Traffic,8
23874,178436,Weather,7
23875,134222,Traffic,1
23876,185203,Customs,8
23877,31412,Customs,7
23878,27055,Traffic,2
23879,71229,Logistics Issue,3
23880,105050,Customs,9
23881,19698,Weather,6
23882,144915,Logistics Issue,9
23883,6627,Weather,7
23884,178724,Logistics Issue,4
23885,60005,Customs,1
23886,10720,Logistics Issue,5
23887,104959,Weather,5
23888,46654,Traffic,2
23889,128963,Customs,7
23890,115615,Customs,2
23891,63255,Traffic,2
23892,127708,Weather,7
23893,85796,Weather,6
23894,21077,Weather,7
23895,38875,Logistics Issue,8
23896,71416,Traffic,4
23897,59198,Logistics Issue,3
23898,86252,Weather,2
23899,64568,Weather,8
23900,14827,Customs,4
23901,55118,Customs,7
23902,59061,Logistics Issue,8
23903,168303,Customs,3
23904,23772,Customs,5
23905,98356,Traffic,5
23906,150245,Customs,7
23907,34601,Customs,2
23908,31818,Customs,7
23909,72574,Weather,8
23910,165114,Traffic,7
23911,158116,Customs,9
23912,96188,Weather,4
23913,175107,Customs,2
23914,167586,Logistics Issue,3
23915,25797,Weather,4
23916,142531,Traffic,5
23917,163448,Weather,5
23918,146227,Customs,1
23919,168646,Customs,9
23920,46792,Customs,4
23921,36603,Traffic,8
23922,75113,Traffic,1
23923,193660,Logistics Issue,4
23924,153340,Weather,7
23925,89129,Weather,9
23926,115627,Weather,4
23927,177381,Weather,2
23928,84141,Weather,4
23929,182507,Logistics Issue,3
23930,163780,Logistics Issue,6
23931,8625,Traffic,6
23932,17550,Customs,2
23933,53825,Logistics Issue,1
23934,95061,Customs,1
23935,69259,Logistics Issue,3
23936,153210,Customs,8
23937,186367,Traffic,7
23938,20986,Weather,8
23939,88073,Traffic,4
23940,42271,Weather,2
23941,88319,Customs,2
23942,16085,Traffic,2
23943,92194,Customs,8
23944,159175,Logistics Issue,5
23945,115,Weather,6
23946,120519,Weather,2
23947,50639,Traffic,2
23948,63579,Traffic,8
23949,9009,Weather,3
23950,55626,Customs,9
23951,97895,Customs,6
23952,179945,Customs,5
23953,153955,Traffic,5
23954,92437,Weather,4
23955,138765,Weather,5
23956,3650,Traffic,9
23957,176511,Weather,3
23958,66768,Traffic,1
23959,143577,Logistics Issue,6
23960,184650,Weather,2
23961,170335,Traffic,5
23962,185642,Weather,7
23963,171783,Traffic,4
23964,3827,Traffic,5
23965,183274,Traffic,5
23966,36003,Traffic,3
23967,149396,Customs,7
23968,164255,Weather,4
23969,128782,Customs,9
23970,150693,Logistics Issue,8
23971,190917,Traffic,6
23972,7265,Traffic,3
23973,160993,Weather,3
23974,114404,Weather,6
23975,49254,Logistics Issue,4
23976,178963,Logistics Issue,4
23977,156449,Traffic,3
23978,118875,Logistics Issue,9
23979,70078,Logistics Issue,4
23980,176248,Traffic,6
23981,128671,Weather,2
23982,64786,Logistics Issue,7
23983,185053,Customs,6
23984,153327,Logistics Issue,5
23985,171719,Customs,6
23986,165918,Customs,1
23987,156444,Weather,9
23988,136113,Customs,9
23989,90479,Logistics Issue,1
23990,191004,Traffic,9
23991,144140,Weather,1
23992,36021,Customs,6
23993,193515,Customs,1
23994,159235,Customs,4
23995,108124,Weather,3
23996,88134,Customs,4
23997,127270,Customs,8
23998,280,Logistics Issue,7
23999,22621,Logistics Issue,2
24000,172180,Weather,8
24001,1264,Logistics Issue,2
24002,93834,Traffic,6
24003,39082,Weather,7
24004,12115,Logistics Issue,8
24005,139300,Customs,2
24006,25693,Traffic,4
24007,4322,Traffic,3
24008,55290,Weather,7
24009,143233,Customs,6
24010,37478,Logistics Issue,6
24011,176226,Weather,6
24012,9638,Logistics Issue,9
24013,152311,Weather,8
24014,164958,Customs,6
24015,113323,Weather,7
24016,182582,Traffic,6
24017,33477,Customs,2
24018,195191,Customs,1
24019,21640,Weather,5
24020,108969,Weather,2
24021,166317,Logistics Issue,1
24022,188350,Traffic,5
24023,173628,Customs,1
24024,43592,Weather,7
24025,2846,Traffic,9
24026,71050,Weather,3
24027,159293,Customs,6
24028,69891,Customs,4
24029,150384,Customs,7
24030,84730,Customs,4
24031,132638,Customs,3
24032,181279,Weather,7
24033,16480,Traffic,3
24034,36739,Customs,8
24035,81697,Logistics Issue,8
24036,134821,Traffic,4
24037,10852,Customs,7
24038,124775,Traffic,2
24039,95208,Weather,7
24040,196440,Traffic,7
24041,20387,Weather,5
24042,110675,Weather,2
24043,49397,Customs,8
24044,111214,Logistics Issue,6
24045,37310,Customs,8
24046,140128,Customs,3
24047,125156,Weather,8
24048,189731,Customs,9
24049,71551,Logistics Issue,4
24050,123053,Customs,9
24051,57201,Weather,1
24052,143710,Customs,8
24053,1870,Customs,6
24054,62159,Weather,8
24055,74091,Traffic,7
24056,81510,Traffic,6
24057,5551,Traffic,4
24058,67540,Logistics Issue,1
24059,46211,Customs,9
24060,112112,Logistics Issue,7
24061,110766,Weather,8
24062,90493,Customs,4
24063,149323,Customs,4
24064,60098,Customs,2
24065,144215,Traffic,3
24066,24389,Logistics Issue,4
24067,27379,Weather,3
24068,111769,Customs,8
24069,37183,Traffic,4
24070,172443,Customs,5
24071,32684,Logistics Issue,5
24072,164936,Weather,1
24073,144990,Customs,2
24074,60006,Traffic,5
24075,193402,Customs,4
24076,52486,Weather,4
24077,39836,Customs,3
24078,184648,Customs,6
24079,31319,Logistics Issue,8
24080,97871,Logistics Issue,7
24081,79932,Logistics Issue,7
24082,119035,Weather,8
24083,32741,Traffic,7
24084,195277,Customs,6
24085,48087,Weather,5
24086,160521,Customs,7
24087,73636,Traffic,4
24088,82263,Traffic,2
24089,114880,Customs,9
24090,154701,Traffic,2
24091,28687,Customs,7
24092,51514,Customs,8
24093,98445,Logistics Issue,1
24094,74038,Logistics Issue,6
24095,85938,Weather,6
24096,166109,Weather,7
24097,38588,Logistics Issue,3
24098,166350,Logistics Issue,5
24099,148336,Logistics Issue,4
24100,28022,Customs,7
24101,52013,Logistics Issue,8
